EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
321;City of Boston;2017;6462495;;Increased;GHGs increased by about 84,000 metric tonnes, or 1.3%. There were increases in both electricity and natural gas usage, which could be because of an extremely snowy and cold winter. Another factor is that the electricity emissions factor increased, by about 2%, with the closing of a major nuclear plant in Vermont and increased natural gas fired generation. The was a population increase of about 2% as well.;4071657;2463589;;1,095E+11;USD     US Dollar;2015;Boston Planning and Development Agency analysis using data from the Bureau of Economic Analysis and the National Bureau of Economic Research
322;City of West Palm Beach;2017;1484767;;Other:;The reported emissions have decreased since 2008 but this is largely due to changes and improvements in methodology.;;789568;;4855510958;USD     US Dollar;2017;https://www.bea.gov/newsreleases/regional/gdp_metro/2014/pdf/gdp_metro0914.pdf
323;Ville de Salaberry-de-Valleyfield;2017;435594;;Other: New inventory with new sources;;423244;3003;;;CAD     Canadian Dollar;;
324;Aarhus Kommune;2017;1600000;CO2;Decreased;Increasing share of renewable electricity at national level and continued energy savings;;;;;;;
325;City of Arlington, VA;2017;2550886;;Other: new method;This is our first year of calculation using the GPC method. A comparison will be available later in 2017 when a 2016 inventory is completed.;1239302;1273559;;18871919000;USD     US Dollar;2014;US Dept of Commerce Bureau of Economic Analysis
326;City of Lancaster, PA;2017;364181;CO2 CH4 N2O;Other:;All GHG calculations are form 2015 data except the transportation emissions, which are 2014. We are still using 2015 data for this reporting.;364183;214442;This inventory is only about 75% complete, and the data that is included needs to be vetted still. The transportation data is especially lacking and major stationary sources (other than natural gas) have not been included yet.;;;;
327;City of Columbus;2017;;;Decreased;Greenhouse gas emissions have again increased since our baseline emission inventory of 2013, but decreased since the 2014 inventory.;5509422;5592455;;1,08089E+11;USD     US Dollar;2014;https://development.ohio.gov/files/research/E1001.pdf
328;City of San Leandro, CA;2017;633905;;Decreased;"Our emissions have decreased from the 2005 baseline of 675,800 metric tons of co2e. 									
									
While emissions from transit have increased as the municipal and regional population has increased dramatically, other sectors have decreased significantly. 									
									
Residential energy use has decreased by 15,000 metric tons of co2e in large part due to shifts in energy sourcing from PG&E. 									
									
Countywide efforts to decrease land-filled waste have helped cut co2e from waste more than in half (from about 47,000 tons CO2e to only 20,105) with further reductions planned for the future. 									
									
Commercial energy, which also shows a drop, is anomalous.  While the shift in PG&E sourcing has undoubtedly reduced the amount of GHG emissions, the so-called 15/15 Rule prohibits us from seeing exact industrial natural gas emissions. Instead we modeled usage based on historical data which may or not may reflect current usage due to current economic growth in comparison to the years used (2009-2013) when the economy was recovering for the recession.";511195;102335;;5980612000;USD     US Dollar;2012;Bureau of Economic Analysis, US Department of Commerce (estimated from GDP/capital statistic for SF metropolitan area)
329;Distrito Metropolitano de Quito;2017;5759189;;Increased;The GHGs emissions in 2015, have increased  10% in comparison to the 2011 GHGs emissions inventory. Nonetheless the increase is less to what it was projected.;5036124;1022269;;22997319000;USD     US Dollar;2014;Ecuador Central Bank
330;City of Tempe, AZ;2017;3187650.72;;This is our first year of calculation;;1285662.84;1144463.69;;1,98E+11;USD     US Dollar;2014;* For Metro Phoenix. US Bureau of Economic Analysis
331;Comune di Ravenna;2017;9326;CO2;Decreased;According to the Convenant of Mayors a series of actions have been implemented and are still on going in order to reach the goal of a reduction of CO2 emissions by at least 20% by 2020.;9242;84;;;;;
332;City of Charlottesville, VA;2017;720870;CO2 CH4 N2O;Increased;There has been a 7% increase in community-wide emissions between 2000 (baseline) and 2011 (latest inventory year).  The largest increase was in the commercial/institutional sector (a reflection of significant expansion by the University of Virginia during that period), followed by the residential section (a reflection of population growth).;720870;;Electricity and Natural Gas consumption are measured values however transportation figures are based on Virginia DOT's Vehicle Miles Traveled studies and estimates which may not be entirely accurate.;;USD     US Dollar;;This data is not available for the City alone.  the 2014 GDP for the Charlottesville MSA is 11,734,000,000 (U.S. Bureau of Economic Analysis)
333;City of Atlanta;2017;9139286;;Increased;Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil;4033867;4855798;;2,6E+11;USD     US Dollar;2013;http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107
334;Metropolitan Municipality of Lima;2017;15789438;;Increased;Han aumentado puesto que no se ha trabajado en proyectos o programas que tengan gran potencial de reducciÃ³n en gases con efecto invernadero.;12688756;3919620;;;PEN     Nuevo Sol;2016;INEI
335;Greater London Authority;2017;40096000;;Decreased;London's CO2 emissions decreased between 2013 and 2014. As of 2014 they are 16% lower than 1990 levels and expected to reach a 20% reduction in the 2015 GHG assessment (currently being finalised for publication later in 2017). This decline is due to decarbonisation of the national electricity grid, with a reduction in coal use and an increase in renewables share of the national energy mix. Gas usage has also decreased, due to energy efficiency improvements in homes and workplaces (including the roll-out of more efficient gas fired boilers) and a reduction in industrial activity within London. London's population continues to increase year on year and as of 2014 London's per capita emissions remain the UK's lowest at 4.4 tonnes.;19430000;18400000;;4,9155E+11;GBP     Pound Sterling;2014;London measures GVA rather than GDP.â€¢In 2015, Londonâ€™s total nominal GVA was over Â£378 billion, up 3.2 per cent on 2014.  An indicative value for London's GDP has been estimated from 2014 per capita data ($57,157) published by Brookings (http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor)
336;Municipalidad de Rio Grande;2017;810086;;This is our first year of calculation;El aÃ±o 2015 es nuestro primer aÃ±o reporte de inventario de gases de efecto invernadero.;981954;;;35124;ARS     Argentine Peso;2015;Dato estimado a partir de datos del: INDEC, Serie histÃ³rica, Oferta y Demanda Globales, aÃ±os 2004-2016 Ministerio de EconomÃ­a y Finanzas PÃºblicas, SubsecretarÃ­a de PlanificaciÃ³n EconÃ³mica, Fichas provinciales, Provincia de Tierra del Fuego AeIAS, octubre 2015  y aclarÃ¡ que es un dato provisorio, porque el Indec todavÃ­a no publicÃ³ los datos definitivos para el 2015/ Observatorio Estadistico Municipio de RÃ­o Grande
337;City of Pittsburgh;2017;4851452;CO2 CH4 N2O;Decreased;There has been significant variation in the way that data was collected an reported, and Pittsburgh had about 30,000 fewer residents in 2013 compared to 2003. Recalculating 2003 and 2008 inventories to compare to the 2013 inventory shows that emissions have decreased by about 4% since the 2008 inventory, but have still increased by 10% since 2003. Several exogenous factors reduced emissions - such as lower electricity emission factors due to a cleaner electric grid, and better fuel efficiency and lower tailpipe emission factors for cleaner vehicles. However, Pittsburgh did see reductions in the tonnage of solid waste sent to landfill and a reduction in vehicle miles traveled. The industrial sector used less electricity in 2013 than in 2003, and less natural gas in 2013 than in 2008. The commercial sector used less electricity in 2013 than in 2008, but used significantly more natural gas. The residential sector increased electricity use and substantially increased natural gas use. The increase in natural gas is likely due to improved data quality, but seems to also correlate to the rise of hydraulic fracturing in the region. Natural gas emissions increased almost three-fold since 2003.;;2729490;;135662;USD     US Dollar;2014;http://www.pittsburghtoday.org/view_GDP2.html
338;City of Toronto;2017;20043240;;Other:;Changed to the GPC Reporting Tool Method;8804364;1293287;;1,573E+14;CAD     Canadian Dollar;2013;http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=41e067b42d853410VgnVCM10000071d60f89RCRD&vgnextchannel=57a12cc817453410VgnVCM10000071d60f89RCRD
339;City of Mannheim;2017;3806000;CO2;Decreased;improvement of the emission factors of the district heating system with optimized combined heat and power technology;;3806000;Most data are at a high quality based on real energy consumption in the sectors, some data are calculated on provided regional or national data sources.;17975;EUR     Euro;2014;www.statistik-bw.de
340;City of Aspen and Pitkin County;2017;394341;CO2 CH4 N2O;Decreased;"Aggregate emissions: -7.4% between 2004 and 2014.							
Res. Energy: +5%									
Comm. Energy: -26%									
Vehicles: - 13%									
Airport: +15%									
Waste:=2%";341208;136413;Performed inventory in house;566889555;USD     US Dollar;2013;City of Aspen - Finance Dept (Liz Woods)
341;Canberra;2017;4047600;CO2 CH4 SF6 N2O HFCs;Increased;ACT emissions have remained relatively stable since the last inventory, with less than a 1% increase reported. This is due to 20GwH of new large scale renewables coming on line, balancing an increase in demand for electricity, and a 5% decrease in natural gas use. These reductions offset a growth in transport fuel use by 4%.;1813300;2234200;Prepared by independent entity with high professional standing in GHG accounting.;36225000000;AUD     Australian Dollar;2016;ABS, 2016
342;Ayuntamiento de San Luis PotosÃ­;2017;27548711;CO2 CH4 N2O;Increased;Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.;23042142.54;4700087.01;It corresponds to the City of San Luis PotosÃ­;183992;MXN     Mexican Peso;2015;INEGI
343;City of Minneapolis;2017;4758487;;Other:;Our 2014 GHG inventory is reported both this year and last year. This year's reporting of the 2014 inventory includes updated calculations to further comply with the GPC. We expect to release our 2015 inventory in June 2017.;3377382;1783580;;2,35733E+11;USD     US Dollar;2015;https://www.bea.gov/newsreleases/regional/gdp_metro/2016/pdf/gdp_metro0916.pdf
344;Basel-Stadt;2017;825704;;This is our first year of calculation;;783932;321821;;30990000000;CHF     Swiss Franc;2013;Federal Statistical Office
345;Kaohsiung City Government;2017;;;Decreased;The city's community GHGs emission compared with 2014, is 1.4% decreased. And the city is actively working on promoting action in industrial and transportation section, which are the main source in city. In industry, there is rule for limiting factory emission and also promoting energy-saved actions, also, the city constructs public transport to reduce daily vehicles' emission.;68545601;15358577;In activity data selection, the area analysis number occupied 65.1% and local analysis number occupied 26.51%, so there is 90% that city selected middle or low error activity data In emissions coefficient, city almost used national level coefficient, so there is 98.75% emissions were calculated by middle error level emissions coefficient.;529700000;USD     US Dollar;2016;Ministry of Economic Affairs
346;Sonderborg Kommune;2017;1806679;;Decreased;"A sustained fall in energy consumption (a fall of 1.6 %)  									
#NAVN?									
heating that corresponded to 11 %      									
-  A lower emission factor on grid supplied energy carriers (electricity and heat)";423379;1435937;;2357007058;USD     US Dollar;2013;
347;Greater Manchester;2017;16892757;;Decreased;Emissions decreased from is 18.1 to 17.9 million tonnes between 2013 and 2014. This represents a change from our GHG emissions tonnage figure reported to CDP in 2015 and a slight decrease in the first 2013 Global GHC protocol compliant Baseline Emissions inventory.  Repeating the reasons for the change - between emissions reported in 2015 submission and now (due to move to a compliant BEI process), this is due to inclusion of scope 3 emissions included in the Basic/Basic+ element of the inventory which GM commissioned which is now compliant with the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI).  Previous submissions to CDP only included scope 1 and 2 emissions which drew directly from the national government DECC Local and Regional CO2 Emissions Estimates for 2005-2012 which used similar but not identical methodologies. This is part of a longer trend of decreasing emissions, punctuated with occasional increase years. Primary factors which determine the performance are the use of coal in any one year for grid electricity generation, and weather conditions during spring and autumn, where an extended heating season can occur if these are cold. A decline in total energy consumption is the most significant long term trend factor, due to the uptake of more energy efficient appliances, home adaptations, goods, services and transport;10630853;6694801;;58000000000;GBP     Pound Sterling;2015;this is GVA (NOT GDP which is GVA+taxes-subsidies but this isn't available to us).  this is the Oxford Economics figure which has been deflated to 2013 prices and is the most used figure in policy documents.
348;Gemeente Groningen;2017;859000;CO2;Decreased;Main reason is warmer winters, with a reduced need for heating.;1325000;1325000;see: http://energiemonitor.groningen.nl/ (document too big to attach);;;;
349;City of Porto;2017;960656;;Decreased;Porto Energy Agency has already calculated GHG emissions for 2004 , 2009 and 2012 and 2015 (this last one with non definite or mature data). The 2004 GHG emissions were the basis for the Sustainable Action Plan development. The 2009 and 2015 GHG emissions balance, point to a decrease in the emissions (by 22% and 26% respectively) - which indicates that Porto is half way of his ambitious target to 2020 â€“ and these results are mainly  because of the decrease in the demand of fossil fuels (in mobility due to the Metro expansion) and â€œgreenerâ€ national grid electricity.;;;The level of confidence is high since the source of all data comes from oficial government institutes. However, some of the data are still provisional and will be reviewed in the near future.;;;;
350;City of North Vancouver;2017;187055;CO2 CH4;Other: 2015 data reported as 2016 data not available;"Comparisons are not possible at this time, as the next year's data (2016) are not yet available.  We are thus still reporting 2015 data as before (note that our emissions data submitted April 2016 - for the year 2010 - were updated for the Compact of Mayors module submitted in December 2016 - for the year 2015).  However, due to limitations associated with the data, year to year comparisons must be made with caution.   								
									
In general, emissions over the past few years appear to be staying the same or potentially decreasing slightly despite population increases.  This is likely due to more efficient building construction, reduction in solid waste tonnages, increased recycling and organics diversion, and increased fuel efficiency standards.";182896;4159;Emissions data comes from multiple sources and the City relies on other agencies, such as privately owned utility companies to provide consumption data. As a result, the City cannot comment on the accuracy of the data.;;CAD     Canadian Dollar;2015;
351;Singapore Government;2017;48094650;CO2 PFCs CH4 SF6 N2O HFCs;;;48094650;;Inventory is compiled in accordance with IPCC guidelines;4,103E+11;;2016;Singapore Statistics (official)
352;Municipality of HjÃ¸rring;2017;417000;CO2;Decreased;"Collective supply: decrease in fuel consumption, especially from fossil fuels. Electricity production has decreased substantially.									
Industry: Large decrease in fuel consumption, especially from fossil fuels.";289000;128000;;19088026316;DKK     Danish Krone;;http://www.danskbyggeri.dk/media/7648/regional-oversigt-over-bnp-i-kommunerne.pdf
353;City of Richmond, VA;2017;;;Decreased;Emissions decreased slightly from 2014 due to a decrease in natural gas usage for most sectors and a decrease in electricity usage in the industrial sector.;1367962;1422200;;74109000000;USD     US Dollar;2015;https://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=40060&7036=-1&7001=2200&7002=2&7090=70&7007=2015&7093=levels (this is metro area and not city specific)
354;Egedal Municipality;2017;179535;;This is our first year of calculation;;;;;17000000000;DKK     Danish Krone;2015;
355;City of Durban;2017;22154154;;Decreased;Fluctuating data availability;11605283;9459527;;3300000000;ZAR     South African Rand;2016;
356;City of Hayward;2017;1103977;CO2 CH4 N2O;Stayed the same;Comparing 2010 to 2015, overall community-wide emissions increased slightly (<1%). However, some differing methodology and the unavailability of the most accurate and up to date data influenced this trend.;915123.58;188853;This inventory, including its methodology and calculations has been reviewed for accuracy. Some records underwent multiple reviews and recalculations. However, please note that for a couple records the most up-to-date and accurate data was not available.;431704;USD     US Dollar;2015;U.S. Bureau of Economic Analysis (regional data)
357;City of ParaÃ±aque;2017;788108;CO2 CH4 N2O;This is our first year of calculation;;320044.14;468064;;;PHP     Philippine Peso;;
358;Jakarta City Government;2017;27780000;;Decreased;"- Commitment to Reduce the Greenhouse Gas Emissions 									
									
- Jakartaâ€™s commitment to reduce greenhouse gas     emissions, the target to cut emissions by 30% by 2030  will be applied. The greenhouse gas emisions target is based upon the base line of emision in ";;;;174824110;IDR     Rupiah;2017;Central Statistics Agency (BPS)
359;New Taipei City Government;2017;18235086;;Decreased;Saving energy and reducing GHGs emission efficiently.;2719315;10560750;;5,29676E+11;USD     US Dollar;2016;Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016)
360;Fafe;2017;163838;CO2;Decreased;The municipality of Fafe has been implementing its SEAP achieving very positive results, namely achieving reductions of energy consumptions. Changes in the electricity mix also contributed to the community emissions reduction, allowing to the achievement in 2013 of the commitments for 2020.;163412;426;The methodology used to calculate GHG emissions of Fafe municipality is based in the guidelines of Joint Research Centre of the European Commission for SEAP development and the calculations were are based on relevant socio-economic and energetic information provided by official statistics at municipal level. These results were already approved by Covenant of Mayors initiative.;517000000;EUR     Euro;2015;Energy baseline emissions. This value was estimated. Official statistics of GDP at the municipal level are not available. The estimation was based on relevant economic and financial information provided by official statistics at municipal and regional level.
361;Vilnius City Municipality;2017;1944330;CO2 PFCs CH4 N2O HFCs;Decreased;Increased wooden biomass utilization in Energy sector for the central heating.;1944329;;Tier 1 method as described in Good Practice Guidance and Uncertainty Management in National Greenhouse Gas Inventories (IPCC, 2000) for uncertainty evaluation has been applied. Individual uncertainty levels for emission factors and most other parameters have been applied with reference to either Lithuaniaâ€™s NIR or IPCC recommendations. Uncertainty of activity levels has been evaluated based on expert judgement and in most cases it coincides with that evaluated in Lithuaniaâ€™s NIR.The combined uncertainty level of the inventory (12.7 %) is close to that of Lithuaniaâ€™s NIR (11.5 % excluding LULUCF) and may be considered acceptable. It is recommended to evaluate trend uncertainty with further emission inventories. As Road Transportation category emissions yielded high uncertainty levels it is recommended to address this issue in the future inventories and develop more transparent and comprehensive methodologies for evaluation of activity levels.;;;;
362;City of Austin;2017;13001831;;Decreased;increased renewable energy in our electricity generation;7009751;6580445;;1,19949E+11;USD     US Dollar;2015;https://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm
363;City of Boulder;2017;1701551;;Decreased;Emissions have decreased 5.2% since the 2005 baseline and 1.2% since the last inventory, which was conducted in 2012. The most significant emission reductions occurred in commercial and industrial energy use, aviation, and wastewater treatment. Implementation of emissions reduction projects and programs, as well as a cleaner grid mix, contributed to this decrease.;768209;913410;;23414000000;USD     US Dollar;2015;Bureau of Economic Analysis, Dept. of Commerce
364;City of Los Angeles;2017;28922796;;Decreased;Two primary reasons for the slight reduction are reduction in GHG intensity of electricity system and increased fuel economy of light duty vehicles. From 1990, the decline of manufacturing withing LA city limits also contributed to the decline.;19936349;9506208;;9,30817E+11;USD     US Dollar;2015;US Dept of Commerce (LA Metro Area)
365;Elsinore Municipality;2017;294549;CO2 CH4 N2O;Decreased;#NAME?;;;The CO2 mapping was conducted externally by a consultancy.;1985000000;DKK     Danish Krone;2015;The Ministry of Finance
366;City of Buenos Aires;2017;13193864;;Increased;The increase is a result of three factors: a) A small increment of the stationary energy emission factor b) a small raise in the amount of GHG emissions related to stationary energy and c) an increase in the amount of GHG emissions related to motorized vehicles.;16338506;4252960;;107287000;ARS     Argentine Peso;2016;Treasury Secretariat, Buenos Aires City Government
367;City of Wroclaw;2017;4065219;;Increased;Increased electricity consumption;;;;1,7897E+12;PLN     Zloty;2015;Central Statistical Office
368;City of Lancaster;2017;885210;"CO2 PFCs CH4	 SF6 N2O NF3 HFCs";Decreased;"Community-wide GHG emissions declined by 107,860 MTCO2e, or 12%, between 2010 and			
2015. Emissions from the treatment and delivery of water saw the largest reduction with a 47%									
decrease. This reduction is mostly likely a result of more intense drought conditions and water									
regulations. The reduced consumption in water also led to a reduction in wastewater with a 35%									
decrease. A slowdown in construction growth also lead to a 40% decrease in lawn and garden									
and construction sectors (collectively referred to as off-road equipment). Emissions from									
transportation decreased 17%. While certain factors, such as increased walkability, may have									
contributed to this decrease, no definitive explanation has been established. Commercial and									
industrial energy use is the only sector that saw a slight increase of approximately 880 MTCO2e";;;;7600000000;USD     US Dollar;2012;"City of Lancaster Finance Department	 U.S. Census Bureau, 2012 Economic Census, 2012 Economic Census of Island Areas, and 2012 Nonemployer Statistics."
369;City of Athens;2017;5053422;;Decreased;The small decrease is due: a) to lower grid-supplied electricity consumption by the commercial and industrial sector attributed to the lower economic activities as a result of the country's financial crisis, b) to lower energy use in private transportation as the sales of fuels in the city have significantly decreased due to the rising in gasoline prices which led the citizens to prefer public transportation than using their own private vehicles;1364941;3360563;;19857903168;EUR     Euro;2014;www.statistics.gr
370;City of Columbia, SC;2017;1848635;CO2 CH4 N2O;This is our first year of calculation;This year is the first of our community inventory. Previously, we did City government only.;858704;980622;;36358000000;USD     US Dollar;2014;City of Columbia Office of Economic Development
371;City of Cupertino;2017;296048;CO2 CH4 N2O;This is our first year of calculation;;210597;85451;Inventory includes a mix of primary and secondary sources as well as estimates based on models or scaling. See Cupertino Climate Action Plan, Chapter 2, pages 33-62 for Community and LGO inventories.;7207409711;USD     US Dollar;2015;"Reflects current-dollar GDP for Cupertino, scaled down from metro area GDP of San Jose-Sunnyvale-Santa Clara, CA. Source: U.S. Dept. of Commerce Bureau of Economic Analysis, ""Gross Domestic Product by Metropolitan Area, 2015"""
372;Landeshauptstadt Magdeburg;2017;1400000;CO2;;;;;;;;;
373;AlcaldÃ­a Metropolitana de Caracas;2017;17774776;CO2 CH4 N2O;Increased;Emissions have increased slightly mainly due to the increase electricity consumption and waste generation due to population growth. Emissions from the transport sector practically have not increased, reflecting the limited increase of the automotive park in 2015.;14364103;3410672;Total solid wastes and waste water was extrapolated from measurements made that were assumed as representative of the whole city population;54000000000;;2015;Estimated from Venezuelan Central Bank figures
374;Prefeitura de VitÃ³ria;2017;2798291.17;;This is our first year of calculation;Only now it was possible to carry out the inventory from institutional partnerships.;2424305.24;367108.66;;9421016;;2016;"SEGES/PMV  & BGE	 IJSN (2013)."
375;Prefeitura de Betim;2017;1763018;;Increased;Comparado ao ano base 2012, as emissÃµes totais aumentaram em 2013, levando-se em conta as mesmas bases de cÃ¡lculos e fontes de  dados utilizados. No processo de verificaÃ§Ã£o, realizado somente para o ano de 2013, foram identificadas e corrigidas inconsistÃªncias. As emissÃµes do setor de energia e transporte apresentaram reduÃ§Ã£o e do setor ResÃ­duos apresentaram aumento, conforme aba comparaÃ§Ã£o do documento anexo Ã  questÃ£o C1.9b desta relatoria.;;;;16409537;BRL     Brazilian Real;2013;IBGE
376;City of Ann Arbor;2017;1420000;CO2 CH4 N2O;Decreased;Renewable Portfolio Standard for Michigan;1420000;;Number doesn't include University of Michigan reported emissions;17000000000;USD     US Dollar;2012;https://www.brookings.edu/wp-content/uploads/2016/07/annarbor.pdf
377;City of St Louis;2017;7203267;;Increased;The City has encouraged and facilitated numerous sustainability initiatives in the past several years, however, growth in economic activity caused increases in the commercial sector since 2013.;2853424;4239250;;1,499E+11;USD     US Dollar;2014;https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf
378;Faro;2017;246;CO2;Decreased;The data was collected in 2014 show that the emissions decreased in scope1 and increased in scope2. But in general the emissions decreased;104;143;The data was collected in 2014, page 72, frame 21;13231;EUR     Euro;2013;INE(2013) Estudo do poder de compra
379;Santiago de Guayaquil;2017;6787374;CO2 CH4 N2O;This is our first year of calculation;;5429899;1357475;;3187000000;USD     US Dollar;2016;Banco Central del Ecuador, INEC (2010), Municipio de Guayaquil
380;Moroni City;2017;49285;;This is our first year of calculation;;33277;13340;;86740506;USD     US Dollar;2016;Le PIB, en Millions de dollars US (PPC 2016), est estimÃ© par le capteur de donnÃ©es du total national du cahier de la CIA en fonction de la proportion de la population des Comores qui habitent Moroni (Notes_1). Le chiffre rÃ©el est probablement plus Ã©levÃ©, selon le cahier de l'enquÃªte de la CIA, 50% de l'Ã©conomie concerne lâ€™agriculture et que les activitÃ©s agricoles sont limitÃ©es Ã  Moroni, ce qui est probablement un contributeur majeur Ã  la fraction de 40% (Services) du PIB total (1259 milliards de dollars US ) Ã‰tant donnÃ© qu'il s'agit de la capitale avec un grand port.
381;City of Ã†rÃ¸skÃ¸bing;2017;185;CO2;Decreased;More renewable energi.;;;;;;;
382;City of Yokohama;2017;20375000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;Reducing of energy consumption and impronemnt of emission factor by power generation;11557000;8818000;Almost of the data is calculated by hearing by businesses but some data is calculated by propotional division of statistics;1,23418E+13;JPY     Japanese yen;2014;The calculation of citizen economy in Yokohama, 2014, (issued in 2016)
383;City of Warsaw;2017;11721774;CO2;Decreased;Reduction of CO2 emission was caused by lower consumption of heat and electricity for buildings which may have been caused by investments in thermal retrofitting of buildings, reduction of energy use due to higher social awareness (due to SEAP educational campaigns) and warmer winter.;7930452;3791322;;2,26356E+11;PLN     Zloty;2014;Central Statistical Office of Poland
384;City of Columbia, MO;2017;3247578;CO2 CH4 N2O;Other:;We are yet to complete our inventory so we cannot say at this point. We hope to complete our inventory by July 2017. The incomplete section is the transportation section for which we are waiting for federal highway statistics data in order to estimate our VMT.;251378;2996154;Some sections are more accurate than others. Energy is perhaps the most accurate section. The inventory is not yet complete because we are yet to calculate life cycle emissions of materials that pass through the city and upstream consumption activities,;8025000000;USD     US Dollar;2014;Missouri Economy Research and Information Center
385;City of New Orleans;2017;3606199;;Decreased;We submitted our 2014 baseline inventory last year as we had just completed. However, we subsequently learned more about our electricity mix and realized that our mix was not reflective of the eGrid mix and had much more nuclear and must less natural gas. We adjusted the inventory to reflect the right electricity emissions factor and that is the source of our decreased total inventory.;3519969;1140961;;78478000000;USD     US Dollar;2015;Bureau of Economic Analysis
386;SantarÃ©m;2017;245886;CO2;;;;60896;The methodology used to calculate GHG emissions of SantarÃ©m municipality is based in the guidelines of Joint Research Centre of the European Commission for SEAP development and the calculations are based on relevant socio-economic and energetic information provided by official statistics at municipal level.These results were already approved by Covenant of Mayors initiative.;;;;
387;City of Gibraltar;2017;263352;;Decreased;"In comparison to the 2013 inventory , the emissions from Gibraltar are largely unchanged for scope 1. As in 2013, the scope 1 emissions are dominated by transport emissions, which have remained fairly constant across the period, demonstrating a 5kt increase. This change is largely due to increases in estimates in private marine fuel consumption after the use of more detailed, disaggregated fuel import data, as described in Section 4.2.1 of the inventory report. IPPU emissions remain a significant source of scope 1 emissions, and have also increased by 1kt in comparison to 2013. Emissions in this sector are estimated using population as a proxy, and therefore population growth within Gibraltar will have somewhat influenced the calculated increase in scope 1 emissions. Improved data has also been used to calculate IPPU emissions in Gibraltar	 for example, activity data regarding MDIs and N2O use has been provided by the Gibraltar Health Authority, rather than relying on scaling UK data. 								
When scope 2 emissions are considered, there is a 30kt decline in total emissions. A reduction in consumed gas oil used for electricity generation and an apparent improvement of the implied emission factor cause a decline in emissions from residential, and commercial, industrial, and government buildings and facilities. This is largely responsible for this trend.									
Waterborne navigation emissions have declined due to a methodology change within the calculation of emissions from shipping. As outlined in Section 4.2.3 of the inventory report, the definition of shipping attributable to Gibraltar on the basis of the recorded â€˜purpose of callâ€™ has undergone significant changes, and as a result, the emissions from scope 3 are largely reduced in 2015. 									
Because of a large number of method changes, an updated reporting approach using the now-finalised GPC, and data for the 2015 inventory method not being available for updating the 2013 inventory, it is not possible to confidently identify how much change in emissions is due to changing method versus changing activity. Future years will seek to ensure that the time series is revised where possible to allow such comparisons to be made.";286131;158441;;1637750000;GIP     Gibraltar pound;2015;https://www.gibraltar.gov.gi/new/sites/default/files/HMGoG_Documents/Abstract%202014.pdf
388;City of Hvidovre;2017;219396;;This is our first year of calculation;We only account the emissions from the municipal buildings. Here the emissions are decreasing.;118724;100672;;18709027233;DKK     Danish Krone;2015;Based on population and national GDP 2014
389;Pingtung County Government;2017;4662549.56;;Increased;The main increased department are energy, industry, and waste;2412301.23;2200856.14;;5,297E+11;USD     US Dollar;2016;Ministry of Economic Affairs
390;City of Hamilton;2017;;;Decreased;Total tonnes of CO2 equivalent has decreased from baseline year of 2006 by approximately 22% and decreased 7% from 2014 inventory year. This can be attributed to Province of Ontario phasing out coal for electricity generation and the unusually cold winters in 2013 and 2014.;16831295;1622420;;22228328;CAD     Canadian Dollar;2014;The Conference Board of Canada â€“ Metropolitan Outlook 1: Winter 2015
391;City of Philadelphia;2017;17355479;;Decreased;See www.phila.gov/green for Greenworks: A Vision for a Sustainable Philadelphia, which describes progress on carbon reductions to date. Philadelphia will be releasing a citywide energy vision document later in 2017 with more details on the expected trajectory of emissions in the city and strategies for meeting our 80 by 50 commitment.;13245864;5578123;;4,11161E+11;USD     US Dollar;2015;Bureau of Economic Analysis
392;Municipality of Recife;2017;2329792;;Decreased;The reason why the emissions from Recife has decreased was the change on methodology to calculate it. According to that, biofuels aren't considered carbon emitter anymore.;1333830;371415;;50688395;BRL     Brazilian Real;2014;IBGE
393;Yilan County Government;2017;8691225;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Stayed the same;;6957473.31;1733751.73;;;;;
394;BÃ¦rum Kommune;2017;227962;CO2 CH4 N2O;Decreased;The total emissions has decreased due to phasing out fossile fuels for heating of buildings.;;;Statistics Norway is delivering GHG-statistics for Norwegian counties, including BÃ¦rum. They are  the main contributer to this inventory. For more information see www.ssb.no/en/klimagassn;72600000000;NOK     Norwegian Krone;2016;ssb.no
