AssessmentID;OrganisationName;Assessment;YearOfPublication;BoundaryOfAssessment;Access
1140;The Local Government of Quezon City;Copy of QC_Risk_Atlas.pdf;2013;Same - covers entire jurisdiction and nothing else;public
1141;City of Milan;https://www.pgt.comune.milano.it/componenti-geologica-idrogeologica-e-sismica;2019;Same - covers entire jurisdiction and nothing else;public
1142;Shah Alam City Council;69091_disasterriskreportselangorfinal19mb.pdf, Malaysia-2019-v2.4.1-web-compressed.pdf, Training-of-Trainers-Guidebook-English.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1143;Pikine;Rapport final Evaluations des Risques et VunÃ©rabilitÃ©s (ERV) _ Ville de Pikine.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: l'Ã©tude couvre une partie adjacente correspondant au nouveau dÃ©partement de Keur Massar. La principale raison est que le dÃ©partement dekeur masser faisant partie intÃ©grante de la Ville de Pikine au moment de l'Ã©valuation de la vulnÃ©rabilitÃ©;public
1144;City of Florence;http://pianostrutturale.comune.fi.it;2010;Same - covers entire jurisdiction and nothing else;public
1145;Essex County Council;DS21_7178 ECAC_Commission_Report-Final.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Includes Thurrock and Southend-on-Sea Councils too.;public
1146;City of Los Angeles, CA;2018_LA_HMP_Final_2018-11-30.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1147;HÃ¸je-Taastrup Municipality;Kommende lukning af Taastrup Valby Kildeplads.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1148;Arendal Municipality;2022.06.23 ROS 2017 Arendal Kommune.pdf, ROS-2017 Vedlegg 1 Enkeltanalyser.PDF, RoS-2017 Vedlegg 2 Sektoranalyse vann og avlÃ¸p.PDF, ROS-2017 Vedlegg 3 Store arrangementer.PDF;2018;Same - covers entire jurisdiction and nothing else;public
1149;City of Shoreline, WA;https://www.shorelinewa.gov/home/showpublisheddocument/48830/637317168750170000;2020;Same - covers entire jurisdiction and nothing else;public
1150;Jakarta City Government;https://ppid.dephub.go.id/fileupload/informasi-berkala/laporan_RITJ.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Penyusunan Rencana Induk Jabodetabek (Jakarta- Bogor - Depok - Tanggerang - Bekasi);public
1151;Northumberland County Council;Northumbria_Community-Risk-Register-2021-2022.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: North East - Northumberland, North Tyneside, Gateshead, Newcastle, South Tyneside, Sunderland;public
1152;City of Oberlin, OH;vulnerabillity-assessment.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Because Oberlin does not have agricultural areas within its boundaries but we rely on farms within the region for our local produce we considered the impacts of climate on local farmers within a 100 mile radius;public
1153;Municipio de Santa Elena;AnÃ¡lisis de vulnerabilidad del cantÃ³n Santa Elena LEXTN-PNUD-145942-PUBCOM.pdf;2013;Same - covers entire jurisdiction and nothing else;public
1154;City of Hoboken, NJ;https://www.nj.gov/dep/floodresilience/rbd-hudsonriver-fs.htm;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: City of Hoboken and the southern portion of Weehawken (Lincoln Harbor area) and the northern portion of Jersey City immediately adjacent to New Jersey Transit Hoboken Terminal, is vulnerable to two interconnected types of flooding.;public
1155;Municipalidad de Quepos;Informe_Plan de adaptaciÃ³n_Quepos 2023.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1156;Jakarta City Government;rpjmd-dki-jakarta-2017-2022.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1157;Copenhagen Municipality;https://www.kk.dk/sites/default/files/agenda/1e989a09-2799-4d24-9a78-01681700ac3a/cb79c6ba-c807-4a44-b95a-6efcad9200ca-bilag-1_0.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1158;Junta Municipal de Medio Ambiente Lagunas (JIMAL);DiagnÃ³stico de vulnerabilidad y adaptaciÃ³n regiÃ³n Lagunas.docx;2022;Same - covers entire jurisdiction and nothing else;public
1159;Metropolitan Government of Nashville and Davidson County, TN;https://filetransfer.nashville.gov/portals/0/sitecontent/OEM/docs/MultiHazardMitigation/FINAL%20Nashville-Davidson%20Multi%20Hazard%20Mitigation%20Plan%202020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1160;GualeguaychÃº;PLAC - GUALEGUAYCHÃš_2021.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1161;District of Saanich, BC;https://www.saanich.ca/assets/Community/Documents/Planning/sustainability/ResilientSaanich_RiskAssessmentReport.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: 1) Drinking water is provided to our municipality from outside our border but is included in our risk assessment. 2) Wildfire smoke from outside our jurisdiction is included in our risk assessment.;public
1162;Ville de Quebec, QC;https://atlas-vulnerabilite.ulaval.ca;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: L'Atlas de vulnÃ©rabilitÃ© a Ã©tÃ© rÃ©alisÃ©e pour l'ensemble du QuÃ©bec, dont l'agglomÃ©ration de QuÃ©bec. Nous sommes actuellement en train de rÃ©aliser plusieurs Ã©valuations additionnelles sur divers alÃ©as climatiques Ã  l'Ã©chelle l'agglomÃ©ration de QuÃ©bec.;public
1163;Ramallah;Ramallah SEACAP-final.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1164;City of San Francisco, CA;https://sfplanning.s3.amazonaws.com/default/files/plans-and-programs/planning-for-the-city/sea-level-rise/SLRVCA_Report_Full_Report.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1165;Commune de Cocody;Evaluation Risques et VulnerabilitÃ© Cocody.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: La MunicipalitÃ© de Cocody se trouve dans le District Autonome d'Abidjan qui comprend douze (12) autres municipalitÃ©s d'oÃ¹ une couverture plus grande.;public
1166;Ulsan Metropolitan City;ì œ3ì°¨ ìš¸ì‚°ê´‘ì—­ì‹œ ê¸°í›„ë³€í™” ì ì‘ëŒ€ì±… ì„¸ë¶€ì‹œí–‰ê³„íš(2022~2026);2022;Same - covers entire jurisdiction and nothing else;public
1167;Montes de Oca;Estudio hidrogeolÃ³gico del distrito de San Rafael.pdf;2015;Smaller - covers only part of the jurisdiction, please explain exclusions: Se realiza en el distritro de San Rafael debido a que en este se encuentran la mayor cantidad de cuerpos de agua y formaciones de caÃ±on producto de los rios y quebradas que se encuentran en la zona.;public
1168;Derry City & Strabane;2019s1655 Derry & Strabane CCROA - Technical Report Final Jan21.pdf, 2019s1655 Derry and Strabane CCRA Summary Report Final Jan21.pdf;2019;Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: The Climate Change Risk & Opportunity Assessment was conducted as part of a report identifying key risks for 2 major regeneration projects within Derry City and the local town of Strabane.;public
1169;Legazpi City;SummaryOfHazards_Legazpi Risk Profile.xlsx;2018;Same - covers entire jurisdiction and nothing else;public
1170;The Executive Council, Govt of Dubai;Dubai Climate Change Adaptation Strategy;2018;Same - covers entire jurisdiction and nothing else;public
1171;City of Kuala Lumpur;https://www.dbkl.gov.my/laporan-pelan-tindakan-iklim-kuala-lumpur-2050-2/;2022;Same - covers entire jurisdiction and nothing else;public
1172;Imabari City;https://www.city.imabari.ehime.jp/kankyou/kihonkeikaku/kihonkeikaku.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1173;Accra Metropolitan Assembly;https://www.sciencedirect.com/science/article/pii/S0160412021003056?via%3Dihub;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1174;Leeds City Council;https://www.paolasakai.uk/projects/tool-to-assess-climate-opportunities;2021;Same - covers entire jurisdiction and nothing else;public
1175;City of Adelaide;ACC2020 95529 Climate Change Risk Assessment Report (FINAL).PDF, CLIMATE-CHANGE-RISK-ADAPTATION-ACTION-PLAN.PDF;2020;Same - covers entire jurisdiction and nothing else;public
1176;RegiÃ³n Metropolitana de Santiago;https://snichile.mma.gob.cl/metropolitana/;2020;Same - covers entire jurisdiction and nothing else;public
1177;New York City, NY;https://www1.nyc.gov/assets/em/downloads/pdf/hazard_mitigation/risklandscape2.0_2019_r2_digital_lowres.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1178;Government of Tangerang City;Clean_Report Adaptasi Tangerang_28032023_revZ.docx;2022;Same - covers entire jurisdiction and nothing else;public
1179;Somerset Council;https://www.somerset.gov.uk/environment-and-food-safety/climate-and-ecological-emergency/somersets-climate-emergency-strategy/ and http://www.somersetintelligence.org.uk/files/20201020%20JSNA%20Climate%20Change%20FINAL.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1180;City of Salvador;Indice_de_Risco_Climatico.pdf, InventarioGEE_2014_2018_PMAMC.pdf, PMAMC_Ebook_ingles.pdf, Salvador_Plano_de_Acao.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1181;Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV);https://drive.google.com/drive/folders/1ssmos-Cd5Oztr0zrijJZdjS_CN4hiy7l?usp=sharing;2019;Same - covers entire jurisdiction and nothing else;public
1182;City of Seattle, WA;https://www.insurance.wa.gov/sites/default/files/2020-05/2019-spu-risk-and-resiliency-assessment-and-framework.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Additional infrastructure outside of City of Seattle;public
1183;Kribi 1;PAAEDC+ Kribi1er.docx;2020;Same - covers entire jurisdiction and nothing else;public
1184;Legazpi City;https://drive.google.com/file/d/1yXCSyZ2jAi8MGxv8Rpl3QwjW5i-zWUep/view?usp=sharing;2020;Same - covers entire jurisdiction and nothing else;public
1185;Municipalidad de San Borja;Ficha TÃ©cnica NÂ°3 San Borja - copia.pdf, FICHATECNICAMUNICIPALIDADDISTRITALDESANBORJA (3).pdf, Informe_Vulnerabilidad__Riesgo_San-Borja.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1186;Municipalidad de BelÃ©n;https://munibelen-my.sharepoint.com/:f:/g/personal/ambiental_belen_go_cr/Ei2Tmj7Or5JHimSrutIeh10Bu9kIpkETk_7w3BKCaCjNrA?e=1Glh9F;2012;Same - covers entire jurisdiction and nothing else;public
1187;Cambridge City Council;https://www.cambridge.gov.uk/media/5996/climate-change-adaptation-plan.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1188;Municipalidad de Avellaneda;PLAC AVELLANEDA.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1189;Probolinggo;Drinking Water Supply System Master Plan.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1190;Hvidovre Municipality;https://www.hvidovre.dk/media/2kkdnh1t/strategi-for-klimatilpasning-strategi-for-klimatilpasning_2014_vedtaget-9.pdf?la=da;2014;Same - covers entire jurisdiction and nothing else;public
1191;Taipei City Government;Taipei City's Voluntary Local Report(2022).pdf;2022;Same - covers entire jurisdiction and nothing else;public
1192;District of North Vancouver, BC;https://www2.gov.bc.ca/assets/gov/environment/climate-change/adaptation/prelim-strat-climate-risk-assessment.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This report represents the first phase of an initiative to better understand and prioritize climate risk in the province and to help government develop appropriate measures to address those risks.;public
1193;Shah Alam City Council;Low_Carbon_City_Action_Plan_2035_Majlis_Bandaraya_Shah_Alam_1.pdf, MBSA-Shah-Alam-Bandaraya-Rendah-Karbon-2030.pdf, MSMA2ndEdition_august_2012.pdf, Shah Alam_ Low Carbon City by 2030 â€“ LCCF.pdf, VLR SDGs Shah Alam edited 010721_Optimized.pdf, Wisma-MBSA-Results.pdf;2012;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: National Guidelines;public
1194;Municipality of Elva;https://media.voog.com/0000/0046/8927/files/Lisa%201.%20Elva_valla_KEKK_11102022.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1195;City of San Francisco, CA;https://www.sfei.org/projects/shallow-groundwater-response-sea-level-rise;2023;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers other Bay Area counties;public
1196;City of Vancouver, BC;https://vancouver.ca/home-property-development/prepare-for-other-disasters.aspx;2021;Same - covers entire jurisdiction and nothing else;public
1197;Ayuntamiento de Hermosillo;1.1a IDOM Vulnerabilidad HMO 20190529 S1MI.pdf, 1.1a IDOM Vulnerabilidad HMO 20190529 S2VULNA.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The study includes the entire municipality of Hermosillo (rural and urban areas) in the State of Sonora in Mexico, with a population of over 830,000 inhabitants in 2015. Risk analysis is incorporated for hydrometeorological events of regional scope;public
1198;Wyndham City Council;Wyndham City Council - Risk assesment report 2022.pdf, Wyndham Climate Vulnerability Report_v2.pdf;2022;Smaller - covers only part of the jurisdiction, please explain exclusions: The Climate risk assessment focuses on Council owned and operated buildings and managed conservation reserves. These were identified as the most vulnerable to the physical impacts of climate change through a climate vulnerability assessment .;public
1199;Regional District of Nanaimo, BC;https://www.rdn.bc.ca/sites/default/files/inline-files/2019%20RDN%20HRVA%20Report%20FINAL.pdf;2019;Smaller - covers only part of the jurisdiction, please explain exclusions: One municipality was not part of the study work;public
1200;City of Edmonton, AB;https://drive.google.com/file/d/1ayiihiRrkCYoYE10sL3Ykgo-z-HLxcUx/view?usp=sharing;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment includes the Edmonton International Airport, which is outside of the City of Edmonton boundary but included in this assessment due to the inherent connection between the City and the airport.;public
1201;City of Fort Lauderdale, FL;https://www.fortlauderdale.gov/government/departments-i-z/public-works/engineering-division/master-plans-reports;2009;Same - covers entire jurisdiction and nothing else;public
1202;Commune de TsÃ©viÃ©;PAAEDC Commune de Zio1;2019;Same - covers entire jurisdiction and nothing else;public
1203;Suwon City;(ë³´ê³ ì„œ)2022ë…„ ê¸°í›„ë³€í™” ì ì‘ëŒ€ì±… ì„¸ë¶€ì‹œí–‰ê³„íš ì´í–‰í‰ê°€ ê²°ê³¼ ë° 2023ë…„ ê³„íš ë³´ê³ .pdf;2019;Same - covers entire jurisdiction and nothing else;public
1204;MedellÃ­n;PASCCM-Tomo-II-Analisis-Vulnerabilidad poblacional en salud y cambio climÃ¡tico tomo 2.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1205;Municipalidad de Vicente LÃ³pez;PLAC Vicente LÃ³pez.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1206;City of Berlin;https://dibek.berlin.de/?lang=en#;2023;Same - covers entire jurisdiction and nothing else;public
1207;Municipality of Amarante;04 PIAAC-TS_Relatorio-Final_rev12112019.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Todo o territÃ³rio da Comunidade Intermunicipal do TÃ¢mega e Sousa;public
1208;City of Padua;https://www.venetoadapt.it/wp-content/uploads/2020/03/Del%20A2%20-%20VenetoADAPT%20Adaptation%20State%20of%20the%20art%20assessment.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The analysis has been performed at regional level, with a focus on few municipalities (the partners of the Veneto ADAPT LIFE project).;public
1209;South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties);https://www.waterfordcouncil.ie/media/environment/WCCC%20Climate%20Change%20Adaptation%20Strategy.PDF;2019;Smaller - covers only part of the jurisdiction, please explain exclusions: Southeast region is composed of 4 counties which produced the assessment individually;public
1210;Taoyuan City Government;Air Pollution Control and Climate Change Adaptation Projectin Taoyuan City 2018.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1211;City of Miami, FL;https://www.miamidade.gov/green/library/gmb-preliminary-resilience-assessment-2017.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Miami-Dade County;public
1212;City of Nanaimo, BC;https://www.nanaimo.ca/docs/social-culture-environment/sustainability/climate-change-resilience-strategy-(2020).pdf;2020;Same - covers entire jurisdiction and nothing else;public
1213;City of Portland, ME;https://www.oneclimatefuture.org/wp-content/uploads/2020/12/OneClimateFuture_VulnerabilityAssessment_Final.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Assessment covers City of Portland and City of South Portland.;public
1214;City of Yokohama;https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/ondanka/jikkou/keikaku/plan.files/0056_20230125.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1215;City of Boston, MA;https://www.boston.gov/sites/default/files/file/2020/10/Climate%20Ready%20Dorchester-Final%20Report%20(Spreads%20for%20web).pdf;2020;Smaller - covers only part of the jurisdiction, please explain exclusions: Includes the neighborhood of Dorchester.;public
1216;City of Santa Cruz, CA;http://www.cityofsantacruz.com/home/showdocument?id=73396;2018;Same - covers entire jurisdiction and nothing else;public
1217;City of Venice;ALLEGATO C.1_Analisi di rischio climatico.pdf; ;Same - covers entire jurisdiction and nothing else;public
1218;Tagum City;CDRRM-PLAN-2023-2027.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1219;Richmond Council;https://www.ukclimaterisk.org/ and contributors: https://www.ukclimaterisk.org/about-the-ccra/who-contributes-to-the-uk-climate-risk-independent-assessment-ccra3/;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This is the UK / England wide assessment, which covers our own jurisdiction and all other local authority areas in the UK;public
1220;Can Tho City;https://www.acccrn.net/sites/default/files/publication/attach/014_EHCVACanTho_0.pdf;2019;Smaller - covers only part of the jurisdiction, please explain exclusions;public
1221;City of Vantaa;https://mfiles.matti.vantaa.fi/VampattiWebApplication/julkaisutunnus/38B90C0E-9D0A-4CE9-B96F-01B1BE269B02;2023;Same - covers entire jurisdiction and nothing else;public
1222;Pingtung County Government;1.1 å±æ±ç¸£ç’°å¢ƒä¿è­·è¨ˆç•«(æ ¸è¨‚æœ¬).pdf;2020;Same - covers entire jurisdiction and nothing else;public
1223;RegiÃ³n Metropolitana de Santiago;https://obtienearchivo.bcn.cl/obtienearchivo?id=documentos/10221.1/84203/1/ECLP-LIVIANO.pdf;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Estrategia ClimÃ¡tica de Largo Plazo - ECLP, instrumento de gestiÃ³n del cambio climÃ¡tico a nivel nacional, (Ley NÂ° 21.455, art. NÂ° 5), en este se define los lineamientos generales de largo plazo considerando un horizonte a 30 aÃ±os.;public
1224;City of Evanston, IL;Evanston Climate Risk Maps .pdf;2021;Same - covers entire jurisdiction and nothing else;public
1225;Municipality of Viseu;E2.1_Benchmarking medidas adaptaÃ§Ã£o Infr.Verdes_CENCYL_VersÃ£oPT.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Abrange todo o territÃ³rio do MunicÃ­pio;public
1226;City of Zamboanga;LCCAP- assesment.pdf;2016;Same - covers entire jurisdiction and nothing else;public
1227;City of Barcelona;cap06_perill_incendis-20180227.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The forest area of Barcelona belongs to the Collserola Natural Park, which is made up of different adjoining municipalities.;public
1228;Taipei City Government;Taipei City Climate Change Adaptation Plan (2012).pdf;2012;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The scope includes the neighboring cities: New Taipei City;public
1229;District of North Vancouver, BC;https://geoweb.dnv.org/Products/Reports/PublicSafety/BGCDebrisMitigationUpdateFinal.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1230;Municipality of Sintra;https://www.aml.pt/index.php?cMILID=SUS5B26D38C7E6F8&cMILL=3&mIID=SUS5B26D2AD40BAF&mIN=Elementos%20do%20Plano%3A%20conte%FAdo%20documental%20constituinte%20%28downloads%29&mILA=&cMILID1=SUS57DBD63E8B375&mIID1=1&mIN1=%C1reas%20de%20atividade&cMILID2=SUS5B26D08452B6F&mIID2=SUS5B26D0019A515&mIN2=PMAAC-AML&cMILID3=SUS5B26D38C7E6F8&mIID3=SUS5B26D2AD40BAF&mIN3=Elementos%20do%20Plano%3A%20conte%FAdo%20documental%20constituinte%20%28downloads%29;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Region of Lisbon (NUT III);public
1231;Maputo Metropolitan Area;MMA_SEACAP_Annex 1_RVA_31_October 2023_PTG.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1232;Dangjin City;https://www.dangjin.go.kr/cop/bbs/BBSMSTR_000000000013/selectBoardArticle.do?bbsId=BBSMSTR_000000000013&nttId=1071989;2018;Same - covers entire jurisdiction and nothing else;public
1233;Municipality of Maia;https://www.cm-maia.pt/cmmaia/uploads/writer_file/document/7370/pmaac.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1234;City of Barcelona;cap09_fluxos_energetics-20180227.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1235;City of Milwaukee, WI;https://www.sewrpc.org/SEWRPCFiles/Publications/CAPR/capr-282-3rd-edition-city-of-milwaukee-all-hazards-mitigation-plan.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1236;West Midlands Combined Authority;https://www.wmca.org.uk/media/d2pons0q/summary-of-climate-change-impacts-in-wmca-area.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1237;City of Tempe, AZ;https://www.tempe.gov/home/showdocument?id=101145&t=638144662252390363;2022;Same - covers entire jurisdiction and nothing else;public
1238;Istanbul Metropolitan Municipality;https://cevre.ibb.istanbul/wp-content/uploads/2022/05/Risk_Firsat_ve_Kirilganlik_Analiz_Raporu.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1239;eThekwini Municipality;https://strathub.durban.gov.za/pages/greenbook;2023;Same - covers entire jurisdiction and nothing else;public
1240;City of Seattle, WA;https://www.seattle.gov/documents/Departments/Emergency/PlansOEM/SHIVA/SHIVAv7.0.1.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1241;City of San Francisco, CA;https://sfgov.maps.arcgis.com/apps/MapJournal/index.html?appid=093e26ddb26a4e3180fa1e35158858bf;2019;Same - covers entire jurisdiction and nothing else;public
1242;City of Mississauga, ON;An overview of the Climate Change Risk Assessment can be found in our Climate Change Action Plan: https://www.mississauga.ca/publication/climate-change-action-plan/ (see Appendix B);2019;Same - covers entire jurisdiction and nothing else;public
1243;City of Eau Claire, WI;ECCo Hazard Mitigation Plan_2018 FINAL.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: County wide but cover the city in specific;public
1244;City of MalmÃ¶;MalmÃ¶omrÃ¥det Riskhanteringsplan (1).pdf;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: MalmÃ¶ and neighbouring municipalities (BurlÃ¶v and Lomma)along the coast;public
1245;Wellington City Council;Coastal-Hazards-report-FINAL-August-2021.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1246;San Carlos Sud;Plan Local de AcciÃ³n ClimÃ¡tica San Carlos Sud 2020-2030 2.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1247;Alcaldia de Pereira;Estrategia de salud pÃºblica para el control de enfermedades de transmisiÃ³n por vectores;2018;Same - covers entire jurisdiction and nothing else;public
1248;Busbanza;No disponible en formato digital.;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1249;City of Rome;https://www.cmcc.it/it/report-roma;2021;Same - covers entire jurisdiction and nothing else;public
1250;Aberdeenshire Council;LCLIP 2019 - 2022.docx;2023;Same - covers entire jurisdiction and nothing else;public
1251;Quang Tri Province;https://dttg.baotainguyenmoitruong.vn/quang-tri-tren-473-trieu-dong-thuc-hien-nhiem-vu-danh-gia-tac-dong-do-bien-doi-khi-hau-350817.html;2023;Same - covers entire jurisdiction and nothing else;public
1252;City of Worcester, MA;Worcester-MVP-Final-Report_2019-09-16.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1253;Coventry City Council;https://www.sustainabilitywestmidlands.org.uk/resources/west-midlands-climate-change-adaptation-plan-2021-2026/;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment is done at a regional level (West Midlands);public
1254;Municipality of The Hague;Werkagenda Energietransitie.pdf;2023;Same - covers entire jurisdiction and nothing else;public
1255;Municipality of Rotterdam;https://rotterdamsweerwoord.nl/professionals/;2023;Same - covers entire jurisdiction and nothing else;public
1256;Jakarta City Government;Pergub No. 127 Tahun 2020 RIPS.pdf;2019;Same - covers entire jurisdiction and nothing else;public
1257;Municipalidad de Puyo;Diagnostico_PDOT_Riesgo Climatico..pdf, Diagnostico_PDOT_Riesgo Climatico_Parte 2..pdf;2020;Same - covers entire jurisdiction and nothing else;public
1258;Manzanillo;https://drive.google.com/file/d/1TUlOteX5PnQYmTgXRgXtc6GXIBQZiL-5/view?usp=sharing;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Incluye la provincia de Granma, donde se emplaza el municipio Manzanillo;public
1259;La Esperanza;https://drmkc.jrc.ec.europa.eu/inform-index/INFORM-Subnational-Risk/Guatemala;2021;Smaller - covers only part of the jurisdiction, please explain exclusions: No toma en cuenta todo el territorio;public
1260;Municipalidad de BelÃ©n;https://munibelen-my.sharepoint.com/:f:/g/personal/ambiental_belen_go_cr/EuqZGvbWy81FjNbbR_zoqEYBsPLcQCgndGBHBZqgEwS6vQ?e=RwqE45;2020;Same - covers entire jurisdiction and nothing else;public
1261;City of Pittsburgh, PA;http://onepgh.org/;2017;Same - covers entire jurisdiction and nothing else;public
1262;City of Barcelona;cap01_illa_de_calor20180227.pdf;2018;Same - covers entire jurisdiction and nothing else;public
1263;City of Heidelberg;https://www.heidelberg.de/site/Heidelberg_ROOT/get/documents_E-1056338902/heidelberg/Objektdatenbank/31/PDF/Luft%20und%20L%C3%A4rm/31_pdf_stadtklima-2015_klimaanalyse.pdf;2015;Same - covers entire jurisdiction and nothing else;public
1264;Dharmasraya City;https://drive.google.com/drive/folders/10KgxaWkxyEBY1zlBTEUTgJgXnSJJELw1?usp=sharing;2015;Same - covers entire jurisdiction and nothing else;public
1265;City of Seattle, WA;http://www.seattle.gov/Documents/Departments/Environment/ClimateChange/2015.08.25_ClimatePreparednessInventory_Sec1.pdf;2015;Same - covers entire jurisdiction and nothing else;public
1266;City of Johannesburg;CoJ CAP_VA FINAL 2020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
1267;City of Milan;https://www.pgt.comune.milano.it/gall08-documento-semplificato-del-rischio-idraulico;2023;Same - covers entire jurisdiction and nothing else;public
1268;Sumbawa Regency;Lap.Akhir Kajian Ancaman dan Kerentanan - 18122022.pdf;2022;Same - covers entire jurisdiction and nothing else;public
1269;City of Hoboken, NJ;https://www.nj.gov/dep/floodresilience/rbd-hudsonriver-fs.htm;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: City of Hoboken and the southern portion of Weehawken (Lincoln Harbor area) and the northern portion of Jersey City immediately adjacent to New Jersey Transit Hoboken Terminal.;public
1270;Kamakura City;https://www.city.kamakura.kanagawa.jp/kankyo/documents/kuikisesakuhenr4kaitei.pdf;2016;Same - covers entire jurisdiction and nothing else;public
1271;Tweed Shire Council;TweedByron Climate Change Adaptation Plan.PDF;2009;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Relates to Tweed Shire and neighbouring Byron Shire LGAs;public
1272;General Lavalle;PLAC General Lavalle.pdf;2021;Same - covers entire jurisdiction and nothing else;public
1273;City of Park City, UT;http://www.parkcitygreen.org/Documents/2009-Climate-Change-in-Park-City-Report.aspx;2009;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
1274;City of Bethlehem, PA;https://www.bethlehem-pa.gov/getattachment/Public-Works/Climate-Action-Plan/Climate-Action-Plan_City-of-Bethlehem_04-07-21-FINAL-FINAL.pdf.aspx?lang=en-US;2021;Same - covers entire jurisdiction and nothing else;public
